dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0097013,Linking laboratory air quality to workers’ psychological performance in Malaysian university laboratories,complete,REVIEW,topic_unclear,temperature,Indoor IAQ study linking CO and temperature to psychological distress in lab workers.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0097085,Fetal development and the air pollution exposome: an integrative perspective of health pathways,complete,REVIEW,topic_unclear,,"Air pollution exposome, not a named hazard topic; mental health and human population present.",{},{},title_abstract,,
D0097117,"Mental Health Impacts and Air Pollution in Pakistan: A Small-scale Cross-sectional Study of Awareness, Coping Strategies, and Mitigation Gaps",complete,REVIEW,topic_unclear,,Air pollution and mental health study; no registered hazard topic named.,{},{},title_abstract,,
D0097140,Correlation analysis of occupational stress and metabolic syndrome among employees of a power grid enterprise in China,complete,REVIEW,topic_unclear,temperature,"Study on occupational stress and metabolic syndrome in power grid employees mentions high-temperature work as covariate, but hazard focus is weak.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0097157,Understanding and addressing the mental health needs of vulnerable populations in India,complete,REVIEW,topic_unclear,temperature|flood|cyclone,"Symposium covers mental health effects of extreme events; explicitly lists cyclones, heatwaves, floods.","{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""cyclone"":""non_original"",""flood"":""non_original"",""temperature"":""non_original""}",title_abstract,,
D0097158,Resolution of Heat intolerance by switching antidepressant,complete,REVIEW,topic_unclear,temperature,"Clinical case of drug-related heat intolerance in high temperatures, with comorbid anxiety; temperature topic plausible.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0097179,Stress on the line: The role of organisational communication in responder well-being,complete,REVIEW,topic_unclear,,"Fire department responder stress and PTSD; no named environmental hazard, needs review.",{},{},title_abstract,,
D0097181,Advancing Occupational Health and Well-being: Leveraging Wrist PPG-Based Wearables for Heat Stress Management and Occupational Health,complete,REVIEW,topic_unclear,temperature,"Occupational heat stress and heat-stroke prevention via wearables; clearly heat-related but likely manufactured workplace exposure, so assigned temperature with review.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0097192,Clinical course of systemic lupus erythematosus in patients resident in frontline areas of Ukraine,complete,REVIEW,topic_unclear,temperature,Cold room exposure in wartime living conditions plausibly linked to SLE exacerbations.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0097193,The ITE House Cup: A Game-Changing Approach to Resident Board Preparation,complete,REVIEW,topic_unclear,temperature,Resident education innovation; cold winter mention is ambiguous and not a direct temperature study.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0097242,Play therapy for children exposed to natural disasters,complete,REVIEW,topic_unclear,wildfire|flood,Abstract mentions forest fires and floods as examples of natural disasters affecting children's mental health; play therapy intervention.,"{""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""flood"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0097245,First-aid psychiatry,complete,REVIEW,topic_unclear,flood|wildfire,Editorial on first-aid psychiatry references flood disaster and bush fires in emergency psychiatric contexts.,"{""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""flood"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0097260,Implementing a crisis counseling program in a large rural area: Iowa recovers 2004-2005,complete,REVIEW,topic_unclear,,"Mental health/crisis counseling program, but hazard only general 'catastrophic events'; no named environmental topic.",{},{},title_abstract,,
D0097264,Relationship between climate and psychiatric inpatient length of stay in Veterans Health Administration hospitals,complete,REVIEW,topic_unclear,temperature,Climate study linking temperature/precipitation to psychiatric length of stay; ambiguous exposure merits review.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_design""}",title_abstract,,
D0097292,The SOLAR group program to promote recovery after disaster and trauma—A randomized controlled feasibility trial among German trauma survivors,complete,REVIEW,topic_unclear,,Study of SOLAR program for trauma survivors after disasters; no specific hazard named.,{},{},title_abstract,,
D0097309,Exploring lag and duration effect of sunshine in triggering suicide,complete,REVIEW,topic_unclear,,Suicide study on sunshine/solar radiance; no registered hazard topic mentioned.,{},{},title_abstract,,
D0097326,Examining the relationship between religious volunteering and mental health screeners among firefighters,complete,REVIEW,topic_unclear,,Firefighter mental health study mentions natural disasters but no specific named hazard; review needed.,{},{},title_abstract,,
D0097346,Climatic temperature and psychiatric admissions,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Analyzes psychiatric admissions by temperature groups; likely ecological time-series but design not clearly stated.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0097366,Machine learning models to predict posttraumatic stress injuries in a sample of firefighters: A proof of concept,complete,REVIEW,topic_unclear,,No named natural hazard topic; firefighters' mental health study only.,{},{},title_abstract,,
D0097369,Introduction to the special issue on trauma,complete,REVIEW,topic_unclear,wildfire|flood|cyclone,"Abstract lists wildfire, hurricane, and flood as trauma causes; mental health focus.","{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""cyclone"":""non_original"",""flood"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0097395,Impact of climate change on older adults: A systematic literature review,complete,REVIEW,topic_unclear,temperature,Review focuses on older adults and health impacts of rising temperatures and extreme weather.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0097401,Posttraumatic stress disorder (PTSD) symptoms among firefighters: Roles of resilience and locus of control,complete,REVIEW,topic_unclear,,PTSD study in firefighters; no named environmental hazard in title/abstract.,{},{},title_abstract,,
D0097422,A closer look: The trauma of war and migration and PTSD,complete,REVIEW,topic_unclear,,"Records war trauma and PTSD; only generic disaster mention, no specific environmental hazard topic.",{},{},title_abstract,,
D0097437,"Loneliness, warmth-seeking behavior, and posttraumatic stress among survivors of the Sichuan earthquake",complete,REVIEW,topic_unclear,,Earthquake survivor PTSD/warmth-seeking study; no registered hazard topic; flagged for review.,{},{},title_abstract,,
D0097444,Fear of emotion as a moderator between PTSD and firefighter social interactions,complete,REVIEW,topic_unclear,,PTSD in firefighters but no environmental hazard mentioned.,{},{},title_abstract,,
D0097445,No distance is too far between friends: Associations of comfortable interpersonal distance with PTSD and anxiety symptoms in Israeli firefighters,complete,REVIEW,topic_unclear,,Study on PTSD and anxiety in firefighters with no mention of any named environmental hazard.,{},{},title_abstract,,
D0097450,Stress-induced analgesia: Prediction of posttraumatic stress symptoms in battered versus nonbattered women,complete,REVIEW,topic_unclear,temperature,"Study uses cold pressor pain test, a manufactured thermal exposure, but focuses on PTSD; no other hazard topics.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0097463,Unveiling the perceptions of Syrian and Turkish citizens afflicted by survivor guilt in the aftermath of the 2023 earthquake: A study based on deep learning,complete,REVIEW,topic_unclear,,Study focuses on earthquake survivors' mental health; floods/wildfires mentioned only as generic examples.,{},{},title_abstract,,
D0097466,Relative humidity and affective disorders,complete,REVIEW,topic_unclear,temperature,Association of weather parameters including diurnal temperature variation with psychiatric admissions; temperature topic plausible.,"{""temperature"":""INCLUDE""}","{""temperature"":""NA""}",title_abstract,,
D0097467,"A revised measure of occupational stress for firefighters: Psychometric properties and relationship to posttraumatic stress disorder, depression, and substance abuse",complete,REVIEW,topic_unclear,,"Occupational stress measure validation in firefighters; no named hazard topic mentioned, so human review needed.",{},{},title_abstract,,
D0097470,The emotional specificity of executive function defects of earthquake PTSD teenagers,complete,REVIEW,topic_unclear,,"Earthquake-related PTSD in adolescents; earthquake is not a registered hazard topic, so topic review is needed.",{},{},title_abstract,,
D0097471,"Posttraumatic stress disorder symptom clusters, depression, alcohol abuse, and general stress among Hispanic male firefighters",complete,REVIEW,topic_unclear,,"No named environmental hazard; study of PTSD in firefighters, likely occupational but no hazard specified.",{},{},title_abstract,,
D0097472,Predicting post‐traumatic growth and post‐traumatic stress in firefighters,complete,REVIEW,topic_unclear,,Firefighter mental health study; no specific environmental hazard named.,{},{},title_abstract,,
D0097477,Pharmacologic Management of Posttraumatic Stress Disorder,complete,REVIEW,topic_unclear,cyclone,"References hurricane Katrina as a trauma example; paper is on PTSD management, not hazard exposure study.","{""cyclone"":""EXCLUDE""}","{""cyclone"":""non_original""}",title_abstract,,
D0097491,Posttraumatic stress reactions in volunteer firefighters,complete,REVIEW,topic_unclear,,Firefighters' PTSD studied; no named environmental hazard topic mentioned.,{},{},title_abstract,,
D0097514,Risk factors for chronic posttraumatic stress symptoms and behavior problems in children and adolescents following a home fire,complete,REVIEW,topic_unclear,,Home fire in children; no environmental hazard topic. PTSD outcome; needs review.,{},{},title_abstract,,
D0097518,The relationship between dispositional mindfulness and ptsd/ptg among firefighters: The mediating role of emotion regulation,complete,REVIEW,topic_unclear,,Firefighter mental health study; no named hazard; review needed for possible disaster exposure.,{},{},title_abstract,,
D0097535,Kumulative Traumatisierung als Folge einer Naturkatastrophe: Die psychischen Auswirkungen der Flutkatastrophe im Ahrtal 2021,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Abstract suggests flood-related psychological distress but lacks explicit original empirical methods or design.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0097537,"Artificial light at night and temperature as combined stressors on the development, life-history, and mating behaviour of the pacific field cricketTeleogryllus oceanicus",complete,REVIEW,topic_unclear,temperature,Environmental temperature/UHI focus in crickets; non-human; no mental health signals.,"{""temperature"":""EXCLUDE""}","{""temperature"":""not_human_empirical""}",title_abstract,,
D0097540,Relationship between the housing coldness/warmth evaluation by CASBEE Housing Health Checklist and psychological distress based on TMM Community-Based Cohort Study: A cross-sectional analysis,complete,REVIEW,topic_unclear,temperature,Housing coldness/warmth and psychological distress; indoor thermal exposure is ambiguous for temperature topic.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
