dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0114719,Disease prevalence in the Alaskan Arctic and subarctic.,complete,REVIEW,title_only_unclear,,"Title suggests a disease prevalence study in the Arctic, but no eligible hazard or mental health outcome is specified.",{},{},title_only,REVIEW,NA
D0114720,Disease prevalence in the Alaskan Arctic and subarctic.,complete,REVIEW,title_only_unclear,,Title-only; no clear climate hazard or mental-health outcome mentioned.,{},{},title_only,REVIEW,NA
D0114789,PSYCHONEUROSIS CAUSED BY SUNSTROKE AND SUICIDE-ACCIDENT.,complete,REVIEW,title_only_unclear,,Title suggests sunstroke (heat) exposure and psychoneurosis/suicide outcomes; information insufficient to exclude.,{},{},title_only,REVIEW,NA
D0114929,A country where dementia has come in from the cold,complete,REVIEW,title_only_unclear,,"Title only, ambiguous; no clear hazard or outcome.",{},{},title_only,REVIEW,NA
D0115010,Cold shoulder for labour?,complete,REVIEW,title_only_unclear,,Title provides insufficient information; no abstract available.,{},{},title_only,REVIEW,NA
D0115032,Chilblain,complete,REVIEW,title_only_unclear,,Title alone is insufficient to determine eligibility; no abstract provided.,{},{},title_only,REVIEW,NA
D0115063,Heat stroke [1],complete,REVIEW,title_only_unclear,,Title alone insufficient; no abstract and unclear relevance to mental health outcome.,{},{},title_only,REVIEW,NA
D0115087,Intermittent explosive disorder (IED),complete,REVIEW,title_only_unclear,,Title describes a psychiatric disorder with no mention of climate hazard; abstract missing.,{},{},title_only,REVIEW,NA
D0115108,Unhealthy particles,complete,REVIEW,title_only_unclear,,Title is ambiguous; no clear exclusion or eligibility signal.,{},{},title_only,REVIEW,NA
D0115124,A 'community as resource' strategy for disaster response,complete,REVIEW,topic_unclear,,Generic natural and technological disaster threat; disaster type is not identified.,{},{},title_abstract,,
D0115283,May's smoke,complete,REVIEW,title_only_unclear,,Title alone ambiguous; possible wildfire smoke but no mental health outcome indicated.,{},{},title_only,REVIEW,NA
D0115308,Corporate response to disasters and other traumas.,complete,REVIEW,topic_unclear,,Crisis intervention after disasters; disaster type is unspecified.,{},{},title_abstract,,
D0115369,"Getting ""stuck"" in the past: temporal orientation and coping with trauma.",complete,REVIEW,topic_unclear,,Psychological distress after community fire; fire type ambiguous.,{},{},title_abstract,,
D0115417,In the line of fire.,complete,REVIEW,title_only_unclear,,Title ambiguous; could relate to wildfire but no abstract to confirm eligibility.,{},{},title_only,REVIEW,NA
D0115433,Smoke and mirrors,complete,REVIEW,title_only_unclear,,"Title only; ambiguous, possibly relevant to wildfire smoke but insufficient info.",{},{},title_only,REVIEW,NA
D0115434,Smoke and mirrors.,complete,REVIEW,title_only_unclear,,Title is a common phrase with no clear topic or eligibility signal.,{},{},title_only,REVIEW,NA
D0115435,Smoke and mirrors.,complete,REVIEW,title_only_unclear,,Title 'Smoke and mirrors' provides no clear topical content; insufficient information.,{},{},title_only,REVIEW,NA
D0115441,Fire up.,complete,REVIEW,title_only_unclear,,Title too vague to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0115474,Psychological approach to catastrophies: Implication of intensive care physicians,complete,REVIEW,topic_unclear,,Psychological risk in physicians involved in disasters; disaster type is not identified.,{},{},title_abstract,,
D0115499,Psychiatric RNs in hurricane relief.,complete,REVIEW,title_only_unclear,,"Title suggests hurricane relief and psychiatric RNs, but no abstract; unclear whether it measures a mental-health outcome with an eligible design.",{},{},title_only,REVIEW,NA
D0115549,Coming through the fire.,complete,REVIEW,title_only_unclear,,Title ambiguous; no clear exclusion or eligibility signal.,{},{},title_only,REVIEW,NA
D0115564,Cold light of day [1],complete,REVIEW,title_only_unclear,,"Title is ambiguous, no abstract, no clear exposure/outcome/design.",{},{},title_only,REVIEW,NA
D0115573,Finding winter horrible...,complete,REVIEW,title_only_unclear,,Title fragment ambiguous; possible winter mental-health but insufficient info.,{},{},title_only,REVIEW,NA
D0115626,Long-term effects of Hurricane Andrew: revisiting mental health indicators.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Repeated post-event cross-sectional surveys without exposure contrast or baseline; ambiguous design.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0115646,Israel brings psychiatric care in from cold.,complete,REVIEW,title_only_unclear,,"Title ambiguous: may concern psychiatric care and cold, but no clear eligible study signal.",{},{},title_only,REVIEW,NA
D0115661,Keep your cool. Feelings ... nothing more than feelings.,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available to assess eligibility.,{},{},title_only,REVIEW,NA
D0115689,Where there's smoke.,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0115695,The relationship between chinook conditions and women's physical and mental well-being.,complete,REVIEW,topic_unclear,,Chinook weather exposure and psychological symptoms; hazard type not specified.,{},{},title_abstract,,
D0115739,Response panel 4,complete,REVIEW,title_only_unclear,,"Title provides no information about exposure, outcome, or design; insufficient to determine eligibility.",{},{},title_only,REVIEW,NA
D0115749,Handle with care.,complete,REVIEW,title_only_unclear,,"Title is a generic phrase with no information on hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0115759,The brain on fire?,complete,REVIEW,title_only_unclear,,"Title is ambiguous; unclear exposure/outcome/design, no abstract.",{},{},title_only,REVIEW,NA
D0115800,Mental health: smoke screen.,complete,REVIEW,title_only_unclear,,"Title ambiguous; no abstract; possible editorial or commentary, insufficient info.",{},{},title_only,REVIEW,NA
D0115811,Fire and ice,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract available,{},{},title_only,REVIEW,NA
D0115856,Effect of family role on response to disaster,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Flood/mudslide exposure and mental health outcomes present, but design not specified.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0115857,Age differences in the psychological consequences of Hurricane Hugo.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Repeated post-event follow-ups after Hurricane Hugo without pre-event baseline; design unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0115945,A handful of sugar onto the fire?,complete,REVIEW,title_only_unclear,,Title is ambiguous with no clear relation to eligible hazards or mental health outcomes.,{},{},title_only,REVIEW,NA
D0115955,EMS psychology 101.,complete,REVIEW,title_only_unclear,,"Title ambiguous; likely educational, no clear hazard/outcome.",{},{},title_only,REVIEW,NA
D0115957,Multiple diagnoses in posttraumatic stress disorder in the victims of a natural disaster,complete,REVIEW,topic_unclear,,PTSD after a natural disaster; disaster type is not identified.,{},{},title_abstract,,
D0116002,Collision.,complete,REVIEW,title_only_unclear,,"Insufficient information in title alone; no clear hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0116013,"Cold hard death, cold hard doctors [1]",complete,REVIEW,title_only_unclear,,"Title is ambiguous; no clear empirical study, hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0116021,Stressors and coping in adolescents exposed to Hurricane Hugo.,complete,REVIEW,title_only_unclear,,"Title suggests hurricane exposure and coping in adolescents, but lacks abstract to assess design and outcome measurement.",{},{},title_only,REVIEW,NA
D0116030,The fire that never goes out.,complete,REVIEW,title_only_unclear,,Title ambiguous; 'fire' may suggest wildfire but no outcome or design information.,{},{},title_only,REVIEW,NA
D0116063,Discomfort once again,complete,REVIEW,title_only_unclear,,"Title insufficient; no abstract available, cannot determine eligibility.",{},{},title_only,REVIEW,NA
D0116211,Caring for the caretakers in times of disaster. The Hurricane Hugo experience.,complete,REVIEW,title_only_unclear,,"Title suggests hurricane experience and caretakers, but outcome/design unclear without abstract.",{},{},title_only,REVIEW,NA
D0116239,Transport and evacuation,complete,REVIEW,title_only_unclear,,Title lacks sufficient information to determine eligibility.,{},{},title_only,REVIEW,NA
D0116389,Does cold winter weather produce depressive symptoms?,complete,REVIEW,title_only_unclear,,"Title suggests a study on cold winter weather and depressive symptoms, but design is unclear.",{},{},title_only,REVIEW,NA
D0116395,Relationship between psychiatric impairment and a natural disaster: The role of distress,complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Bushfire-exposed firefighters; empirical, but design not stated and may be cross-sectional.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0116435,Posttraumatic phenomena in a longitudinal study of children following a natural disaster.,complete,REVIEW,title_only_unclear,,"Title suggests longitudinal study of posttraumatic phenomena after natural disaster, but hazard type and design detail unclear.",{},{},title_only,REVIEW,NA
D0116452,Exploring the impact of a natural disaster on the health and psychological well-being of older adults.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Hurricane exposure and psychological wellbeing present; synthetic cohort design unclear for pre-event contrast.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0116454,Family functioning and overprotection following a natural disaster: the longitudinal effects of post-traumatic morbidity.,complete,REVIEW,topic_unclear,,Longitudinal effects of an unspecified natural disaster on family functioning and post-traumatic morbidity.,{},{},title_abstract,,
D0116481,'Crack',complete,REVIEW,title_only_unclear,,Title is ambiguous and unrelated to known climate hazards or mental health outcomes.,{},{},title_only,REVIEW,NA
D0116493,Psychological and physical morbidity in the aftermath of a cyclone,complete,REVIEW,title_only_unclear,,"Title suggests cyclone exposure and psychological morbidity, but no abstract to assess design.",{},{},title_only,REVIEW,NA
D0116608,Are we gambling our retarded citizens' lives?,complete,REVIEW,title_only_unclear,,Title unclear; no eligible hazard or mental-health outcome identifiable.,{},{},title_only,REVIEW,NA
D0116609,Heat waves threaten the old.,complete,REVIEW,title_only_unclear,,Title suggests heatwave and older adults but is ambiguous regarding human mental-health outcome and design.,{},{},title_only,REVIEW,NA
D0116614,Mental health. Psychiatry under fire.,complete,REVIEW,title_only_unclear,,Title is vague; no abstract available. Could be commentary or unrelated; insufficient info.,{},{},title_only,REVIEW,NA
D0117009,Psychophysiological and social aspects of adaptation in the Far North,complete,REVIEW,title_only_unclear,,"Title suggests adaptation in Far North; no clear hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0117090,Stress in fire fighters.,complete,REVIEW,title_only_unclear,,Title too vague to determine eligible hazard or measured outcome.,{},{},title_only,REVIEW,NA
D0117092,Feeling of improvement in flooding: some analogue data.,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract; cannot assess eligibility.,{},{},title_only,REVIEW,NA
D0117156,How to prevent cold admissions from freezing. The problem.,complete,REVIEW,title_only_unclear,,Title is ambiguous; possible cold exposure but no clear mental health outcome.,{},{},title_only,REVIEW,NA
D0117201,Hanging fire on a big need to know.,complete,REVIEW,title_only_unclear,,Title is vague and provides no clear evidence of relevance to hazards or mental health.,{},{},title_only,REVIEW,NA
