source_row,dedup_id,title,year,journal,candidate_topics,strict_decision,primary_topic,exposure_measurement,design_class,counterfactual_status,effect_extractability,outcome_status,primary_reason_code,confidence,reason,full_text_checks,overlap_flag,screener_model,criteria_version
731,D0107359,The association of adverse mental health effects with repeated exposure to disasters,2018,Annals of Clinical Psychiatry Official Journal of the American Academy of Clinical Psychiatrists,flood,FULLTEXT_REVIEW,flood,unclear,unclear,unclear,unclear,eligible,unclear_design,medium,"The study modeled post-flood disorders by number of flood exposures while controlling lifetime pre-disaster disorders, but it is unclear whether pre-event outcomes were prospectively measured or reconstructed retrospectively.",Confirm prospective pre-flood outcome measurement | Verify external flood exposure ascertainment | Extract flood-specific effect and uncertainty | Confirm non-flood disasters are separable,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
732,D0107360,The association of adverse mental health effects with repeated exposure to disasters,2018,Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists,flood,FULLTEXT_REVIEW,flood,unclear,unclear,unclear,unclear,eligible,unclear_design,medium,"The study modeled post-flood disorders by number of flood exposures while controlling lifetime pre-disaster disorders, but it is unclear whether pre-event outcomes were prospectively measured or reconstructed retrospectively.",Confirm prospective pre-flood outcome measurement | Verify external flood exposure ascertainment | Extract flood-specific effect and uncertainty | Confirm non-flood disasters are separable,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
733,D0107361,The association of adverse mental health effects with repeated exposure to disasters,2018,Annals of Clinical Psychiatry,flood,FULLTEXT_REVIEW,flood,unclear,unclear,unclear,unclear,eligible,unclear_design,medium,"The study modeled post-flood disorders by number of flood exposures while controlling lifetime pre-disaster disorders, but it is unclear whether pre-event outcomes were prospectively measured or reconstructed retrospectively.",Confirm prospective pre-flood outcome measurement | Verify external flood exposure ascertainment | Extract flood-specific effect and uncertainty | Confirm non-flood disasters are separable,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
734,D0108093,Psychological effects of hurricane andrew on an elementary school population,1995,Journal of the American Academy of Child and Adolescent Psychiatry,cyclone,NARRATIVE_ONLY,cyclone,objective_or_verifiable,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,"PTSD and teacher psychopathology measures began 8 weeks after Hurricane Andrew; the only pre-event series was disruptive school behavior, not a clearly eligible mental-health outcome.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
735,D0108705,L'état de stress post-traumatique: L'après-déluge au Saguenay,2000,Canadian Family Physician,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,The abstract explicitly identifies a cross-sectional telephone survey comparing flooded and adjacent control areas four months after the event.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
736,D0109090,A polar expedition in challenging circumstances: Experiences and reactions,2003,Tidsskrift for den Norske Laegeforening,temperature,EXCLUDE,temperature,ineligible,descriptive,no,not_extractable,eligible,wrong_exposure,high,"The study evaluates psychological reactions before, during, and after a polar expedition as a bundled experience; it does not measure ambient temperature as the explanatory exposure.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
737,D0109324,Trauma and stress eight months after floods in 2002,2004,Psychiatrie,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,"Affected and control participants were assessed once eight months after the flood, without a pre-event outcome baseline or before-after control.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
738,D0109325,Trauma and stress eight months after floods in 2002,2004,Psychiatrie,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,"Affected and control participants were assessed once eight months after the flood, without a pre-event outcome baseline or before-after control.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
739,D0109388,Relationships between metal stress and cerebrovascular diseases of colony after disaster,2004,Chinese Journal of Clinical Rehabilitation,flood,NARRATIVE_ONLY,flood,unclear,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,"Flood-damage groups and a control were followed only after the disaster; no pre-flood mental-health outcome is described, and the main endpoint is cerebrovascular disease.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
740,D0109756,Sense of mastery as a moderator of longerterm effects of disaster impact on psychological distress,2006,People Under Extreme Stress,flood,NARRATIVE_ONLY,flood,self_report_only,post_event_only,no,likely_extractable,eligible,no_pre_event_baseline,high,"All assessments began 12 months after the flood, and the predictor was self-reported threat and injury; repeated follow-up measures only post-disaster recovery.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
741,D0111329,Indoor environment and health effects in water-damaged homes after flooding,2012,10th International Conference on Healthy Buildings 2012,flood,NARRATIVE_ONLY,flood,self_report_only,cross_sectional,no,unclear,eligible,cross_sectional,high,A single household questionnaire compared self-reported water damage and post-flood symptoms; no pre-event outcome or external household exposure linkage is described.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
742,D0112790,Effects of meteorological factors on higher mental functions and autonomic nervous system in southern population,2019,New Armenian Medical Journal,temperature,FULLTEXT_REVIEW,temperature,unclear,other_eligible,yes,unclear,eligible,unclear_exposure_measurement,medium,"The same 45 people were assessed in autumn and winter and anxiety was associated with meteorological factors during a heatwave observation, but exposure source and effect estimates are absent.",Verify objective meteorological data source | Extract temperature-anxiety effects and uncertainty | Confirm within-person analysis across observations,none_identified,gpt-5.6-sol,strict-inc-v1.0
743,D0113679,Impact of climate change on mental health Quantitative research,2026,Archives of Hellenic Medicine,temperature,FULLTEXT_REVIEW,temperature,unclear,other_eligible,yes,unclear,eligible,unclear_exposure_measurement,medium,"Participants reported mental health once during high and once during low temperatures, but the abstract does not identify objective weather data or provide effect estimates with uncertainty.",Verify objective temperature measurement and dates | Extract within-person temperature effects and uncertainty | Confirm paired repeated-measures analysis,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
744,D0113680,Impact of climate change on mental health Quantitative research,2026,Archives of Hellenic Medicine,temperature,FULLTEXT_REVIEW,temperature,unclear,other_eligible,yes,unclear,eligible,unclear_exposure_measurement,medium,"Participants reported mental health once during high and once during low temperatures, but the abstract does not identify objective weather data or provide effect estimates with uncertainty.",Verify objective temperature measurement and dates | Extract within-person temperature effects and uncertainty | Confirm paired repeated-measures analysis,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
745,D0114913,Immune function and affective states following a natural disaster.,2002,Psychological reports,cyclone,NARRATIVE_ONLY,cyclone,unclear,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,Students in more- and less-damaged neighborhoods were assessed only after Hurricane Andrew; there is no pre-event affect baseline or credible before-after control.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
746,D0115136,Natural disaster and depression: a prospective investigation of reactions to the 1993 midwest floods.,2000,American journal of community psychology,flood,FULLTEXT_REVIEW,flood,unclear,longitudinal_with_prebaseline,yes,unclear,eligible,unclear_exposure_measurement,medium,"The statewide sample had pre-flood outcomes and a post-flood control comparison, but the abstract does not explain how victim status or flood impact was ascertained and gives no extractable effect.",Verify external flood exposure ascertainment | Extract adjusted flood effect and uncertainty | Confirm exposure contrast for the control group,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
747,D0115503,Received and perceived social support in times of stress: a test of the social support deterioration deterrence model.,1996,Journal of personality and social psychology,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,post_event_only,no,likely_extractable,eligible,no_pre_event_baseline,high,Both hurricane samples consist of victims first assessed months after the storms; scope of self-reported exposure predicts later distress without a pre-event outcome baseline.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
748,D0115865,Post-traumatic stress disorder in adolescents after a hurricane,1993,American Journal of Epidemiology,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,"Adolescents completed a single questionnaire one year after Hurricane Hugo, and hurricane exposure was a contemporaneously reported correlate of PTSD.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
749,D0115944,A test of the social support deterioration model in the context of natural disaster.,1993,Journal of personality and social psychology,flood,FULLTEXT_REVIEW,flood,unclear,longitudinal_with_prebaseline,yes,unclear,eligible,unclear_exposure_measurement,medium,"Older adults were interviewed before and twice after a flood and LISREL estimated disaster effects on depression, but the exposure source and numerical effects are not reported.",Verify objective or externally linked flood exposure | Extract direct and mediated flood effects with uncertainty | Confirm the pre-flood depression measure matches follow-up,none_identified,gpt-5.6-sol,strict-inc-v1.0
