conflict_group,reason,dedup_id,source,source_id,doi,title,year,first_author
continuous sympathetic nerve blocks in cold injury of the extremities,first_author_conflict,D0113943,Embase,L16204910,,Continuous sympathetic nerve blocks in cold injury of the extremities,1985,Wolf
inderex therapy in general practice,first_author_conflict,D0113944,Scopus,2-s2.0-0022333542,,'Inderex' therapy in general practice,1985,Sanderson J.H.
inderex therapy in general practice,first_author_conflict,D0113945,Embase,L16143044,,'Inderex' therapy in general practice,1985,Sanderson
acculturation among circumpolar peoples implications for health status,first_author_conflict,D0113947,Scopus,2-s2.0-0022322195,,Acculturation among circumpolar peoples: implications for health status.,1985,Berry J.
acculturation among circumpolar peoples implications for health status,first_author_conflict,D0113948,Embase,L16705406,,Acculturation among circumpolar peoples: implications for health status.,1985,Berry
quantitative assessment of the compensatory response to co2 retention in chronic obstructive lung disease,first_author_conflict,D0113974,Scopus,2-s2.0-0022402525,,Quantitative assessment of the compensatory response to CO2 retention in chronic obstructive lung disease,1985,Fiaccadori E.
quantitative assessment of the compensatory response to co2 retention in chronic obstructive lung disease,first_author_conflict,D0113975,Embase,L16243189,,Quantitative assessment of the compensatory response to CO2 retention in chronic obstructive lung disease,1985,Fiaccadori
on therapeutic approaches to some special types of acne,first_author_conflict,D0113976,Scopus,2-s2.0-0022361337,,On therapeutic approaches to some special types of acne,1985,Rajka G.
on therapeutic approaches to some special types of acne,first_author_conflict,D0113977,Embase,L16186388,,On therapeutic approaches to some special types of acne,1985,Rajka
overcoming obstacles to real life generalization in exposure treatments of agoraphobia,first_author_conflict,D0113978,Scopus,2-s2.0-0022342351,,Overcoming obstacles to real-life generalization in exposure treatments of agoraphobia,1985,Friedberg F.
overcoming obstacles to real life generalization in exposure treatments of agoraphobia,first_author_conflict,D0113979,Embase,L16174173,,Overcoming obstacles to real-life generalization in exposure treatments of agoraphobia,1985,Friedberg
treatment of arterial hypertension efficiency and tolerance of the beta receptor blocker carazolol in the framework of a,first_author_conflict,D0113982,Scopus,2-s2.0-0022262926,,Treatment of arterial hypertension. Efficiency and tolerance of the beta-receptor blocker carazolol in the framework of a field study (therapeutical news),1985,Keul J.
treatment of arterial hypertension efficiency and tolerance of the beta receptor blocker carazolol in the framework of a,first_author_conflict,D0113983,Embase,L15017974,,Treatment of arterial hypertension. Efficiency and tolerance of the beta-receptor blocker carazolol in the framework of a field study (therapeutical news),1985,Keul
tuberculous meningoencephalitis in an adult with cold pulmonary granulomatia,first_author_conflict,D0114000,Scopus,2-s2.0-0022144281,,Tuberculous meningoencephalitis in an adult with 'cold' pulmonary granulomatia,1985,Ispas L.
tuberculous meningoencephalitis in an adult with cold pulmonary granulomatia,first_author_conflict,D0114001,Embase,L16012006,,Tuberculous meningoencephalitis in an adult with 'cold' pulmonary granulomatia,1985,Ispas
the treatment of cervical dysplasia and carcinoma defence and illustration of cone biopsy using the cold scalpel under l,first_author_conflict,D0114007,Scopus,2-s2.0-0021873103,,The treatment of cervical dysplasia and carcinoma. Defence and illustration of cone biopsy using the cold scalpel under local anesthetic and with day hospitalisation,1985,Dargent D.
the treatment of cervical dysplasia and carcinoma defence and illustration of cone biopsy using the cold scalpel under l,first_author_conflict,D0114008,Embase,L15048721,,The treatment of cervical dysplasia and carcinoma. Defence and illustration of cone biopsy using the cold scalpel under local anesthetic and with day hospitalisation,1985,Dargent
on the temporal variation of concentration and wet deposition of sulfate associated with a single event of frontal depre,first_author_conflict,D0114009,Scopus,2-s2.0-0021849633,,On the temporal variation of concentration and wet deposition of sulfate associated with a single event of frontal depression,1985,Fujita S.
on the temporal variation of concentration and wet deposition of sulfate associated with a single event of frontal depre,first_author_conflict,D0114010,Embase,L15066265,,On the temporal variation of concentration and wet deposition of sulfate associated with a single event of frontal depression,1985,Fujita
clinical studies on hypotensive effect of nipradilol k 351,first_author_conflict,D0114011,Scopus,2-s2.0-0021799445,,Clinical studies on hypotensive effect of nipradilol (K-351),1985,Nakamura N.
clinical studies on hypotensive effect of nipradilol k 351,first_author_conflict,D0114012,Embase,L15032951,,Clinical studies on hypotensive effect of nipradilol (K-351),1985,Nakamura
acebutolol and nifedipine in the treatment of arterial hypertension efficacy and acceptability,first_author_conflict,D0114033,Scopus,2-s2.0-0021269624,,Acebutolol and nifedipine in the treatment of arterial hypertension: Efficacy and acceptability,1984,de Divitiis O.
acebutolol and nifedipine in the treatment of arterial hypertension efficacy and acceptability,first_author_conflict,D0114034,Embase,L14076384,,Acebutolol and nifedipine in the treatment of arterial hypertension: Efficacy and acceptability,1984,De Divitiis
long term therapy of chronic obstructive lung disease with triamcinolone acetonide crystal suspension and the effect on ,first_author_conflict,D0114040,Scopus,2-s2.0-0021723692,,"Long-term therapy of chronic obstructive lung disease with triamcinolone-acetonide crystal suspension and the effect on basal cortisol production and its ACTH-provocability, lung function parameters and clinical course",1984,Mollmann H.
long term therapy of chronic obstructive lung disease with triamcinolone acetonide crystal suspension and the effect on ,first_author_conflict,D0114041,Embase,L15214878,,"Long-term therapy of chronic obstructive lung disease with triamcinolone-acetonide crystal suspension and the effect on basal cortisol production and its ACTH-provocability, lung function parameters and clinical course",1984,Mollmann
behaviour characteristics of the mentally retarted in a state mental hospital a comparative study,first_author_conflict,D0114043,Scopus,2-s2.0-0021636499,,Behaviour characteristics of the mentally retarted in a State Mental Hospital. A comparative study,1984,Somasundaram O.
behaviour characteristics of the mentally retarted in a state mental hospital a comparative study,first_author_conflict,D0114044,Embase,L14022484,,Behaviour characteristics of the mentally retarted in a State Mental Hospital. A comparative study,1984,Somasundaram
the traditional hospital kitchen is dead modern technology for optimal catering,first_author_conflict,D0114046,Scopus,2-s2.0-0021592119,,The traditional hospital kitchen is dead! Modern technology for optimal catering,1984,Ball R.
the traditional hospital kitchen is dead modern technology for optimal catering,first_author_conflict,D0114047,Embase,L14034239,,The traditional hospital kitchen is dead! Modern technology for optimal catering,1984,Ball
psychological types of murderers,first_author_conflict,D0114048,Scopus,2-s2.0-0021590752,,Psychological types of murderers,1984,Lester D.
psychological types of murderers,first_author_conflict,D0114049,Embase,L15037744,,Psychological types of murderers,1984,Lester
surface body temperature difference between anxious patients and non anxious controls,first_author_conflict,D0114061,Scopus,2-s2.0-0021363582,,Surface body temperature difference between anxious patients and non-anxious controls,1984,Perera K.M.H.
surface body temperature difference between anxious patients and non anxious controls,first_author_conflict,D0114062,Embase,L14154848,,Surface body temperature difference between anxious patients and non-anxious controls,1984,Perera
surface body temperature difference between anxious patients and non anxious controls,first_author_conflict,D0114063,PsycINFO,616943110,,Surface body temperature difference between anxious patients and non-anxious controls,1984,Perera
neurotic excoriations a controlled psychiatric examination,first_author_conflict,D0114064,Scopus,2-s2.0-0021355125,,Neurotic excoriations. A controlled psychiatric examination,1984,Fruensgaard K.
neurotic excoriations a controlled psychiatric examination,first_author_conflict,D0114065,Embase,L14184878,,Neurotic excoriations. A controlled psychiatric examination,1984,Fruensgaard
microcirculatory changes in children and the elderly,first_author_conflict,D0114069,Scopus,2-s2.0-0021255115,,Microcirculatory changes in children and the elderly,1984,Malossi M.
microcirculatory changes in children and the elderly,first_author_conflict,D0114070,Embase,L14092113,,Microcirculatory changes in children and the elderly,1984,Malossi
pathogenesis of degenerative low back pain,first_author_conflict,D0114072,Scopus,2-s2.0-0021185921,,Pathogenesis of 'degenerative' low-back pain,1984,Mau H.
pathogenesis of degenerative low back pain,first_author_conflict,D0114073,Embase,L14047452,,Pathogenesis of 'degenerative' low-back pain,1984,Mau
long term usage of prestim timolol bendrofluazide in the management of mild to moderate hypertension in general practice,first_author_conflict,D0114078,Scopus,2-s2.0-0021052584,,Long term usage of Prestim (timolol/bendrofluazide) in the management of mild to moderate hypertension in general practice,1983,Hosie J.
long term usage of prestim timolol bendrofluazide in the management of mild to moderate hypertension in general practice,first_author_conflict,D0114079,Embase,L14206227,,Long term usage of Prestim (timolol/bendrofluazide) in the management of mild to moderate hypertension in general practice,1983,Hosie
